discarded_date	num	date_evaluated	company	role	score	status	report_path	note
2026-05-07	651	2026-05-07	Infinity Constellation (Supernal)	Junior AI Engineer (Clients)	1.8/5	Evaluated	reports/651-infinity-supernal-junior-ai-engineer-2026-05-07.md	Remote Global $15-20/hr EOR/Contractor band; F-1 OPT requires US W-2 employer; comp ~70% below US-Remote median; SKIP
2026-05-07	652	2026-05-07	Sezzle	AI Engineer II (Remote, Brazil)	1.8/5	Evaluated	reports/652-sezzle-ai-engineer-ii-brazil-2026-05-07.md	Brazil-only Remote $40-72K USD; F-1 OPT geo veto; same LATAM-band pattern as #213/#231; skills 1:1 but structural mismatch; SKIP
2026-05-08	653	2026-05-08	Sola	Software Engineer, Desktop Automation	2.6/5	Evaluated	reports/653-sola-desktop-automation-2026-05-08.md	Series-A computer-use platform; off-archetype Windows desktop internals (RDP/VNC/Win32); only perception slice maps; SKIP
2026-05-08	654	2026-05-08	Reflow	AI Engineer	2.7/5	Evaluated	reports/654-reflow-ai-engineer-2026-05-08.md	Stack 1:1 (Python/RAG/agentic/LangChain) but Canada primary + comp opacity + LATAM-arbitrage hint + F-1 OPT W-2 unclear; SKIP unless US-W2 confirmed
2026-05-08	656	2026-05-08	Advision Development	Junior Backend Developer (AI & LLM Focus)	1.9/5	Evaluated	reports/656-advision-junior-backend-developer-2026-05-08.md	Title-body mismatch (body is frontend dev role); off-archetype for Deepak's Applied AI/RAG/agentic North Star; $65-80K below market; SKIP
2026-05-08	659	2026-05-08	Addepar	Forward Deployed Engineer	1.5/5	Evaluated	reports/659-addepar-forward-deployed-engineer-2026-05-08.md	HARD VETO: explicit no current/future visa sponsorship; F-1 OPT incompatible
2026-05-08	661	2026-05-08	Edisyl	Forward-Deployed AI Data Engineer	2.5/5	Evaluated	reports/661-edisyl-fde-ai-data-engineer-2026-05-08.md	4-8 yrs floor stretches 2.5y; comp opacity + proprietary stack; SKIP unless seniority gate softens
2026-05-08	662	2026-05-08	Elite Talent	Forward Deployed Engineer	2/5	Evaluated	reports/662-elite-talent-fde-2026-05-08.md	Recruiting-agency repost; 5+ yrs floor 2.5y short; SKIP — verify canonical employer if pursuing
2026-05-08	663	2026-05-08	Parloa	Forward Deployed Engineer, DevOps	2/5	Evaluated	reports/663-parloa-fde-devops-ny-2026-05-08.md	NY on-site Senior 5+yr DevOps platform role; pure K8s/Helm/Terraform infra; not Applied AI archetype; SKIP
2026-05-08	664	2026-05-08	Celonis	Field CTO - AI & Enterprise Modernization	1/5	Evaluated	reports/664-celonis-field-cto-munich-2026-05-08.md	Munich on-site executive role 15-20yr CTO/CIO floor advising C-suite; off-archetype + DE on-site + F-1 OPT; SKIP
2026-05-08	665	2026-05-08	SumUp	Customer Support Agent - SP/PT	1/5	Evaluated	reports/665-sumup-customer-support-spanish-portuguese-2026-05-08.md	Barcelona on-site phone/email/chat merchant support; non-engineering filter slip per _profile.md hygiene; SKIP
2026-05-08	666	2026-05-08	HelloFresh	Automation Engineer (all genders)	1/5	Evaluated	reports/666-hellofresh-automation-engineer-magdeburg-2026-05-08.md	Magdeburg DE on-site PLC/SCADA industrial automation (Siemens TIA/Cognex/Rockwell); German fluency required; off-archetype filter slip; SKIP
2026-05-08	667	2026-05-08	Hightouch	Solutions Engineer - EMEA	1.5/5	Evaluated	reports/667-hightouch-solutions-engineer-emea-2026-05-08.md	EMEA pre-sales SE for CDP/reverse-ETL; 4+yr sales floor + French required; filter slip per _profile.md hygiene; SKIP
2026-05-08	669	2026-05-08	Silent Eight	Junior Forward Deployed AI Engineer (LLM/ML)	2.5/5	Evaluated	reports/669-silent-eight-junior-fde-2026-05-08.md	Junior FDE for AML/sanctions decisioning; Polish entity fully remote (F-1 OPT incompatible); strong stack 1:1 (FastAPI/Postgres/vector/NetworkX) but geo veto; comp not disclosed
2026-05-08	670	2026-05-08	Amdaris	AI Forward Deployed Engineer	1.8/5	Evaluated	reports/670-amdaris-ai-fde-2026-05-08.md	UK consultancy FDE (Bristol); £31-41K below market; 3+yr floor stretches 2.5y; F-1 OPT geo block; SKIP
2026-05-08	671	2026-05-08	INDG	Forward Deployed Engineer	2/5	Evaluated	reports/671-indg-fde-2026-05-08.md	CGI/digital-twin Grip platform FDE; Photoshop scripting + 3D off-archetype; Amsterdam HQ EU base; F-1 OPT geo block; SKIP
2026-05-08	674	2026-05-08	ioet	AI Engineer	1.5/5	Evaluated	reports/674-ioet-ai-engineer-2026-05-08.md	US outsourcing firm hiring LATAM-only contractors; LangChain/LangGraph/RAG stack 1:1 but LATAM-residency hard veto for F-1 OPT US-based candidate; SKIP
2026-05-08	677	2026-05-08	kapa.ai	Software Engineer (Full-stack)	1.8/5	Evaluated	reports/677-kapa-ai-fullstack-swe-2026-05-08.md	YC S22 RAG-as-a-service; Europe-only payroll = F-1 OPT geo veto for US-based candidate; $100-150K + 0.10-0.30% equity; SKIP unless US entity
2026-05-08	678	2026-05-08	kapa.ai	Research Engineer, Applied AI	1.8/5	Evaluated	reports/678-kapa-ai-research-engineer-2026-05-08.md	YC S22 RAG quality + LLM eval research role; Master's matches floor but Europe-only payroll = F-1 OPT geo veto; $100-170K + 0.10-0.20% equity; SKIP
2026-05-08	679	2026-05-08	Silent Eight	Forward-Deployed AI Engineer (LLM/ML) Investigations & Decisioning	1.8/5	Evaluated	reports/679-silent-eight-fde-llm-ml-2026-05-08.md	AML/RegTech FDE Tier-1 banks; stack 1:1 + 2-3y exact fit but Polish-payroll fully-remote = F-1 OPT geo veto; sibling pattern to #669; SKIP
2026-05-08	680	2026-05-08	Translation Empire	Junior AI Engineer	1.5/5	Evaluated	reports/680-translation-empire-junior-ai-2026-05-08.md	PK-headquartered translation SaaS; Workable JS-only render returned thin content; PK-payroll geo veto for F-1 OPT US-based candidate; SKIP
2026-05-08	681	2026-05-08	comstruct ICT	Founding Forward Deployed Engineer	1.5/5	Evaluated	reports/681-comstruct-founding-fde-2026-05-08.md	Munich construction-tech document automation; founding tier; German fluency + Munich on-site + EU payroll = F-1 OPT triple veto; SKIP
2026-05-08	682	2026-05-08	Nord Security (Saily)	Agentic Product Engineer — Junior, Full-stack	2/5	Evaluated	reports/682-nordsec-saily-agentic-junior-vilnius-2026-05-08.md	2.0/5 — genuine entry-level + AI-native culture (Claude Code/Cursor) but Lithuania hybrid Vilnius/Kaunas + Go/iOS/Android stack mismatch + F-1 OPT relocation veto; SKIP
2026-05-08	683	2026-05-08	Maneva	Junior AI Engineer	2.7/5	Evaluated	reports/683-maneva-junior-ai-engineer-2026-05-08.md	Toronto/Montreal/SF remote-first; manufacturing CV/MLOps; YOLOv8 1:1 + Manga Lens + IoT bridge; F-1 OPT geo soft veto on Canadian payroll variants; SF/US-W2 only path; comp not disclosed; SKIP unless SF-payroll confirmed
2026-05-08	685	2026-05-08	Memrise	Junior AI Engineer	2.8/5	Evaluated	reports/685-memrise-junior-ai-engineer-2026-05-08.md	London/UK Remote junior AI; prompt chains + RAG + recommendations + eval 1:1 with Healthcare RAG + Dream Decoder; Kotlin gap; F-1 OPT UK geo block (UK-payroll only likely); SKIP unless remote-from-anywhere/US-payroll variant confirmed
2026-05-08	686	2026-05-08	NeuroHire	AI Engineer	2.4/5	Evaluated	reports/686-neurohire-ai-engineer-2026-05-08.md	Texas City TX HR-tech AI engineer; ML/DL/NLP/CV breadth covers surface but $70-85K disclosed band materially below US AI engineer market; off-archetype hiring/recruitment domain; multiple sibling listings simultaneously; SKIP unless comp band moves
2026-05-10	687	2026-05-10	Vooma	Forward Deployed Engineer	2.8/5	Evaluated	reports/687-vooma-fde-2026-05-10.md	YC freight-broker AI agents; SF in-person + JD says "US citizen/visa only" (F-1 OPT ambiguous); 3+y floor stretches 2.5y; strong agentic stack 1:1 (Python/TS+RAG+vector+webhooks) but geo+visa friction; SKIP unless Vooma confirms OPT compatibility AND relocation support
2026-05-11	693	2026-05-11	NetBox Labs	AI Solutions Engineer	1.8/5	Evaluated	reports/693-netbox-labs-ai-solutions-engineer-2026-05-11.md	Pre-sales SE selling NetBox to AI customers; 3+y enterprise selling floor; off-archetype filter slip; zero sales experience; SKIP
2026-05-11	694	2026-05-11	Karumi	AI/ML Applied Engineer	2.5/5	Evaluated	reports/694-karumi-ai-ml-applied-engineer-2026-05-11.md	YC F25 voice-AI agent for live video demos; 5-person team; $120-170K + 0.40-1.00% equity NY/SF on-site; 6+y floor 3.5y gap; browser+LLM 1:1 with Manga Lens but no voice AI; F-1 OPT not addressed; SKIP unless floor flexible
2026-05-11	695	2026-05-11	Oowlish Technology	AI Solutions Engineer (Python + Cloud)	1.8/5	Evaluated	reports/695-oowlish-ai-solutions-engineer-2026-05-11.md	Brazil-HQ LATAM staff aug; multimodal AWS Bedrock/SageMaker stack 1:1 with Dream Decoder + Agentic Pixel; but Brazil-payroll workforce model = F-1 OPT US-based geo veto; comp opaque (LATAM rates); SKIP
2026-05-11	696	2026-05-11	Jobgether	Forward Deployed Engineer (partner posting)	1.7/5	Evaluated	reports/696-jobgether-forward-deployed-engineer-2026-05-11.md	Aggregator posting for anonymous partner; AI agent deployment stack 1:1 with Healthcare RAG agentic + Agentic Claims; India-resident hard veto for F-1 OPT US-based; anonymous partner = legit risk; no comp; SKIP
2026-05-11	697	2026-05-11	Aim4Hire	AI Engineer (anonymous VC-backed TX client)	2.2/5	Evaluated	reports/697-aim4hire-ai-engineer-2026-05-11.md	Recruiter agency for anonymous VC-backed TX client; RAG+multi-agent+fine-tuning stack 1:1 with Healthcare RAG+Agentic Claims+Manga Lens but 8+y Python+3+y ML floor = 5.5y gap; no comp; SKIP
2026-05-11	698	2026-05-11	Compa	Software Engineer, New Grad	1.8/5	Evaluated	reports/698-compa-swe-new-grad-2026-05-11.md	Denver Office on-site; Django/Python+React/TS/GraphQL+AWS+vLLM; $90-120K below US new-grad mid; HARD GATE Spring 2026 grad cohort (Deepak May 2025 grad); AI flagged optional; SKIP
2026-05-11	700	2026-05-11	Qualified Health	Epic Forward Deployed Engineer	2.4/5	Evaluated	reports/700-qualified-health-epic-fde-2026-05-11.md	Healthcare AI FDE; US-Remote $150-200K; hard gate 5+y Epic implementation (Bridges/Ambulatory/ClinDoc/MyChart) + HL7 v2/FHIR R4/SMART on FHIR — Deepak has clinical AI but zero Epic EHR build experience; SKIP unless QH opens non-Epic Healthcare AI Engineer seat
2026-05-11	701	2026-05-11	Homebase	Forward Deployed Engineering Intern AI-Native (Hybrid)	1.9/5	Evaluated	reports/701-homebase-fde-intern-2026-05-11.md	Houston hybrid Tue/Wed intern $30/hr; hard gate "currently enrolled in college/university" — Deepak Master's May 2025 grad + FT employed at Progress; SKIP structurally
2026-05-13	715	2026-05-13	Hightouch	AI Solutions Engineer, Enterprise East	2.6/5	Evaluated	reports/715-hightouch-ai-solutions-engineer-east-2026-05-13.md	[US] Remote East/Central; pre-sales SE filter slip; no visa sponsorship; MEDDPICC + 5+y pre-sales required
2026-05-13	724	2026-05-13	Helsing	AI Research Engineer - AI Safety	2.7/5	Evaluated	reports/724-helsing-ai-research-safety-2026-05-13.md	[Intl] Berlin/London/Munich; defense AI research track; uncertainty quantification + adversarial robustness; F-1 OPT non-transfer; PhD-leaning
2026-05-13	725	2026-05-13	Helsing	AI Research Engineer - Foundation Models	2.5/5	Evaluated	reports/725-helsing-ai-research-foundation-models-2026-05-13.md	[Intl] Berlin/London/Munich/Paris; FM research + multimodal sensor data; defense AI; F-1 OPT non-transfer; PhD-leaning research track
2026-05-13	726	2026-05-13	Helsing	AI Research Engineer - Reinforcement Learning	2.4/5	Evaluated	reports/726-helsing-ai-research-reinforcement-learning-2026-05-13.md	[Intl] Berlin/London/Munich; RL research for autonomous systems; defense AI; F-1 OPT non-transfer; PhD-leaning RL specialist
2026-05-14	741	2026-05-14	Hightouch	AI Solutions Engineer - Mid-Market	2.5/5	SKIP	reports/741-hightouch-ai-solutions-engineer-midmarket-2026-05-14.md	[US] Pre-sales SE + SQL/dbt domain gap; off-archetype commission structure
2026-05-14	743	2026-05-14	Talkdesk	Solutions Engineer - Enterprise	1.5/5	SKIP	reports/743-talkdesk-solutions-engineer-enterprise-2026-05-14.md	[US] 5+ years hard gate + bilingual French requirement; insurmountable gaps
2026-05-14	747	2026-05-14	Parloa	Partner Solution Engineer (US)	2/5	SKIP	reports/747-parloa-partner-solution-engineer-2026-05-14.md	[US] 5+ years hard gate eliminates at ATS screening; CCaaS domain off-archetype
2026-05-14	748	2026-05-14	Parloa	Deployment Strategist - US	1.5/5	SKIP	reports/748-parloa-deployment-strategist-2026-05-14.md	[US] 7-12 years required; Deepak has ~2.5 years; insurmountable gap
2026-05-14	749	2026-05-14	Attio	Solutions Engineer - Mid-Market	2.5/5	SKIP	reports/749-attio-solutions-engineer-midmarket-2026-05-14.md	[US] GTM/CRM domain hard miss; 0 CRM experience; pre-sales commission structure
2026-05-14	750	2026-05-14	Helsing	AI Research Engineer - ML Engineering	2.5/5	SKIP	reports/750-helsing-ai-research-engineer-ml-engineering-2026-05-14.md	[Intl] EU geo veto (F-1 OPT) + GPU cluster training gap + defense domain; skip
2026-05-14	755	2026-05-14	Vercel	SWE, AI SDK	2.8/5	SKIP	reports/755-vercel-swe-ai-sdk-2026-05-14.md	[US] 5+ yr hard gate; SDK/OSS contribution gap; $196K-$294K SF; do not apply
2026-05-14	758	2026-05-14	Middesk	Forward Deployed Engineer	2.5/5	SKIP	reports/758-middesk-fde-2026-05-14.md	[US] 6+ yr hard gate; fintech/KYC domain; NYC hybrid; $148K-$275K; revisit in 3-4 yr
2026-05-14	764	2026-05-14	ElevenLabs	FDE Strategist (Spain)	2.8/5	SKIP	reports/764-elevenlabs-fde-strategist-spain-2026-05-14.md	[Intl] Spanish language risk + Spain work auth; apply Europe version instead (#763)
2026-05-15	766	2026-05-15	Opaque Systems	Forward Deployed Engineer (AI)	2.8/5	Evaluated	reports/766-opaque-systems-fde-ai-2026-05-15.md	[Intl] Romania location — F-1 OPT hard blocker; 5+ yr gap; SKIP
2026-05-15	770	2026-05-15	Periodic Labs	Forward Deployed Engineer - LLM Systems	2.9/5	Evaluated	reports/770-periodic-labs-fde-llm-systems-2026-05-15.md	[US] Semiconductor domain + air-gapped infra hard gap; $350-400K senior; SKIP
2026-05-15	775	2026-05-15	Runpod	Forward Deployed Engineer APAC	2.6/5	Evaluated	reports/775-runpod-fde-apac-2026-05-15.md	[Intl] APAC residency required + no visa sponsorship — F-1 OPT hard blocker; SKIP
2026-05-15	776	2026-05-15	Defense Unicorns	Forward Deployed AI Engineer	2.2/5	SKIP	reports/776-defense-unicorns-fde-ai-engineer-2026-05-15.md	[US] US citizenship + security clearance required; F-1 OPT hard blocker (DoD contracting); strong technical match but unwaivable visa veto
2026-05-15	777	2026-05-15	Decagon	Strategic Solutions Engineer, West	2.8/5	SKIP	reports/777-decagon-strategic-se-west-2026-05-15.md	[US] Pre-sales SE archetype mismatch + 4-6yr seniority gap; OTE $240-280K inflated by commission; Remote US
2026-05-15	780	2026-05-15	Elite Talent	Forward Deployed Engineer	2/5	SKIP	reports/780-elite-talent-fde-2026-05-15.md	[US] 3rd evaluation of same Remotive recruiter repost; unnamed client; 5+ yr floor; OTE $200-205K; consistent with #401 and #662
2026-05-15	784	2026-05-15	Celonis	Associate Value Engineer (Orbit)	2/5	SKIP	reports/784-celonis-orbit-ave-2026-05-15.md	[US] HARD VETO: no visa sponsorship explicitly stated; comp $90k-$95k below target; pre-sales/BI archetype mismatch; DO NOT APPLY
2026-05-15	793	2026-05-15	Fiddler AI	Solutions Architect, Customer Success	0/5	Discarded	reports/793-fiddler-sa-cs-us-2026-05-15.md	[US] Posting closed/inaccessible -- Ashby returns null for job ID; monitor for future openings
2026-05-15	802	2026-05-15	Intercom (Fin)	AI Infrastructure Engineer	2.8/5	Evaluated	reports/802-intercom-ai-infra-berlin-2026-05-15.md	[Intl] Berlin hybrid; GPU/CUDA/Triton hard gap; Senior+ bar exceeds Deepak's level; EU work auth required; do not apply
2026-05-15	803	2026-05-15	Celonis	Associate Applied AI Engineer (Orbit)	2.5/5	Evaluated	reports/803-celonis-assoc-applied-ai-madrid-2026-05-15.md	[Intl] Madrid start → Tokyo relocation; Japanese language required (hard blocker); value engineering archetype mismatch; do not apply
2026-05-15	809	2026-05-15	Lakera (Check Point)	Solutions Engineer (NYC)	2.4/5	Evaluated	reports/809-lakera-solutions-engineer-nyc-2026-05-15.md	[US] NYC hybrid, 5+y pre-sales SE hard gate, hyperscaler track record gap; SKIP
2026-05-15	810	2026-05-15	Clay Labs	Solutions Engineer (NYC)	2.2/5	Evaluated	reports/810-claylabs-solutions-engineer-nyc-2026-05-15.md	[US] NYC/SF, 4+y SE/RevOps + Clay product fluency hard gate; GTM negative archetype; SKIP
2026-05-15	811	2026-05-15	Baseten	Cloud Platform Engineer	2.6/5	Evaluated	reports/811-baseten-cloud-platform-engineer-2026-05-15.md	[US] SF Office, $165-330K, Kubernetes + IaC + multi-cloud GPU hard gaps; SKIP
2026-05-15	812	2026-05-15	Baseten	SWE Training Infrastructure	2.4/5	Evaluated	reports/812-baseten-swe-training-infrastructure-2026-05-15.md	[US] SF/NY, $165-330K, Go + K8s + distributed training (NCCL/Megatron) hard gates; SKIP
2026-05-15	813	2026-05-15	Palantir	Systems Engineer, Business Systems	1.8/5	Evaluated	reports/813-palantir-systems-engineer-business-systems-2026-05-15.md	[US] NYC, $95-142K, internal IT/business systems admin — off all 6 archetypes; SKIP
2026-05-15	818	2026-05-15	Palantir	FDSE Amsterdam	1.6/5	Evaluated	reports/818-palantir-fde-amsterdam-2026-05-15.md	[Intl] Amsterdam, NL clearance + Dutch language hard vetos for F-1 OPT; SKIP
2026-05-15	819	2026-05-15	n8n	AI Product Builder	2.5/5	Evaluated	reports/815-n8n-ai-product-builder-berlin-2026-05-15.md	[Intl] Berlin (Germany visa sponsor), PM role not IC engineer — off-archetype; SKIP
2026-05-15	822	2026-05-15	Lakera (Check Point)	Solutions Engineer (Boston)	2.5/5	Evaluated	reports/822-lakera-se-boston-2026-05-15.md	[US] Boston Hybrid; $170-210K OTE; 5+y SE floor + hyperscaler gap; SKIP — archetype mismatch
2026-05-15	823	2026-05-15	Anthropic	Applied AI Architect, Industries (Munich)	2.4/5	Evaluated	reports/823-anthropic-applied-ai-architect-munich-2026-05-15.md	[Intl] Munich Hybrid; €190-215K; 5+y SA + Native German floor; F-1 OPT + language veto; SKIP
2026-05-15	824	2026-05-15	Anthropic	Applied AI Architect, Industries (Paris)	2.4/5	Evaluated	reports/824-anthropic-applied-ai-architect-paris-2026-05-15.md	[Intl] Paris Hybrid 25%; €190-215K; 5+y SA + Native French floor; F-1 OPT + language veto; SKIP
2026-05-15	826	2026-05-15	Sana (Workday)	Backend Engineer (Core, Learn, Agents)	2.9/5	Evaluated	reports/826-sana-backend-stockholm-2026-05-15.md	[Intl] Stockholm office; TS/Kotlin/Node + GCP/K8s/Terraform off-archetype; SKIP
2026-05-15	829	2026-05-15	Sana (Workday)	Solutions Engineer	2.6/5	Evaluated	reports/829-sana-se-stockholm-2026-05-15.md	[Intl] Stockholm; SE pre-sales off-archetype; F-1 OPT relocation; SKIP
2026-05-15	830	2026-05-15	Lakera (Check Point)	Solutions Engineer (Germany)	2.4/5	Evaluated	reports/830-lakera-se-germany-2026-05-15.md	[Intl] Germany Hybrid; canonical Lakera SE — same as #809/#176; SKIP
2026-05-15	832	2026-05-15	Legora	Platform Engineer	2.8/5	Evaluated	reports/832-legora-platform-engineer-stockholm-2026-05-15.md	[Intl] Stockholm HQ; platform/infra off-archetype; F-1 OPT relocation; SKIP
2026-05-15	833	2026-05-15	Lovable	Data Platform Engineer	2.6/5	Evaluated	reports/833-lovable-data-platform-engineer-stockholm-2026-05-15.md	[Intl] Stockholm office; cloud DW hard gap + data platform off-archetype; SKIP
2026-05-16	833	2026-05-16	Varick Agents	AI Engineer	2.8/5	SKIP	reports/833-varick-agents-ai-engineer-2026-05-16.md	[US] SF on-site; excellent tech fit (LangGraph/evals/RAG); $175-225K; Final: SKIP — SF on-site + sponsorship is a hard gate on F-1 OPT despite strong tech fit, score 2.8 below threshold
2026-05-16	834	2026-05-16	Loop	Forward Deployed Engineer	2/5	Evaluated	reports/834-loop-forward-deployed-engineer-2026-05-16.md	[US] Off-archetype (ERP/EDI integration, no AI); on-site SF; 3-5y exp gap; SKIP
2026-05-16	839	2026-05-16	Dash0	Forward Deployed Engineer - EMEA	1.8/5	Evaluated	reports/839-dash0-forward-deployed-engineer-emea-2026-05-16.md	[Intl] EMEA geo hard blocker (F-1 OPT); off-archetype (K8s/OTel observability); SKIP
2026-05-16	841	2026-05-16	Fixify	Forward Deployed Engineer	2.8/5	SKIP	reports/841-fixify-forward-deployed-engineer-2026-05-16.md	[US] IT helpdesk domain mismatch; AI/ML depth underutilized; remote US is only positive; score below threshold
2026-05-16	842	2026-05-16	Speechmatics	Forward Deployed Engineer	2.9/5	SKIP	reports/842-speechmatics-forward-deployed-engineer-2026-05-16.md	[US] Voice AI domain gap; SF hybrid relocation; DevRel angle off-archetype; sponsorship unconfirmed; $100-150K comp
2026-05-17	092		orphan	orphan	0/5		reports\092-synthflow-ai-2026-04-22.md	
2026-05-17	135		orphan	orphan	0/5		reports\135-vercel-ai-sdk-software-engineer-2026-04-24.md	
2026-05-17	380		orphan	orphan	0/5		reports\380-happyrobot-founding-fde-australia-2026-05-01.md	
2026-05-17	386		orphan	orphan	0/5		reports\386-talentpluto-fde-2026-05-01.md	
2026-05-17	449		orphan	orphan	0/5		reports\449-anthropic-applied-ai-engineer-london-2026-05-03.md	
2026-05-17	509		orphan	orphan	0/5		reports\509-scale-ai-fde-ai-engineer-enterprise-2026-05-04.md	
2026-05-17	519		orphan	orphan	0/5		reports\519-boomi-fde-ai-2026-05-04.md	
2026-05-17	590		orphan	orphan	0/5		reports\590-mistral-applied-ai-fullstack-emea-2026-05-06.md	
2026-05-17	623		orphan	orphan	0/5		reports\623-glass-health-founding-product-engineer-2026-05-07.md	
2026-05-17	650		orphan	orphan	0/5		reports\650-palantir-fdse-federal-health-civilian-2026-05-07.md	
2026-05-17	689		orphan	orphan	0/5		reports\689-aircall-fde-seattle-2026-05-10.md	
2026-05-17	690		orphan	orphan	0/5		reports\690-spruce-fullstack-newgrad-2026-05-10.md	
2026-05-17	745		orphan	orphan	0/5		reports\745-modal-fde-ml-2026-05-14.md	
2026-05-17	791		orphan	orphan	0/5		reports\791-langchain-principal-se-evals-2026-05-15.md	
2026-05-17	794		orphan	orphan	0/5		reports\794-palantir-fde-warpspeed-2026-05-15.md	
2026-05-17	795		orphan	orphan	0/5		reports\795-palantir-fde-usgov-2026-05-15.md	
2026-05-17	804		orphan	orphan	0/5		reports\804-deepgram-presales-se-europe-2026-05-15.md	
2026-05-17	805		orphan	orphan	0/5		reports\805-elevenlabs-ese-france-2026-05-15.md	
2026-05-17	831		orphan	orphan	0/5		reports\831-elevenlabs-ese-spain-2026-05-15.md	
2026-05-17	843		orphan	orphan	0/5		reports\843-hippocratic-ai-palo-alto-fde-2026-05-16.md	
2026-05-17	844		orphan	orphan	0/5		reports\844-mistral-ai-applied-ai-fde-luxembourg-2026-05-16.md	
2026-05-17	845		orphan	orphan	0/5		reports\845-mistral-ai-applied-ai-fde-internship-2026-05-16.md	
2026-05-17	852	2026-05-17	Nevis Wealth	Applied AI Engineer	2.5/5	Evaluated	reports/852-nevis-wealth-applied-ai-engineer-2026-05-17.md	[US] NYC on-site; 6-month stale posting; EU company no comp disclosed; SKIP
2026-05-17	853	2026-05-17	Pulsora Inc	AI Engineer - United States	2.5/5	Evaluated	reports/853-pulsora-ai-engineer-2026-05-17.md	[US] Remote US; $50-60K far below $85K floor; 5yr experience gate; LangChain/RAG tech match strong; SKIP
2026-05-17	862	2026-05-17	Lyra Technology Group	Forward Deployment AI Engineer	2.5/5	Evaluated	reports/862-lyra-tech-fde-ai-2026-05-17.md	[US] HARD BLOCK: "no sponsorship" language explicit; F-1 OPT ineligible; Chicago hybrid; SKIP
2026-05-17	875	2026-05-17	Lorikeet	Forward Deployed AI Engineer (Europe)	2.5/5	Evaluated	reports/875-lorikeet-fde-ai-europe-2026-05-17.md	[Intl] London posting likely stale (removed Aug 2025); UK work auth explicitly required; SKIP
2026-05-18	880	2026-05-18	Addepar	Forward Deployed Engineer	2/5	SKIP	reports/880-addepar-fde-2026-05-18.md	[US] Remote US; $107-168K; "H-1B not sponsored" hard blocker on F-1 OPT
2026-05-18	879		orphan	orphan	0/5		reports/879-medplum-fde-2026-05-18.md	
2026-05-19	897	2026-05-19	Sierra	Strategist Agent Development (Cantonese Speaking)	1.5/5	Evaluated	reports/897-sierra-strategist-cantonese-2026-05-19.md	[Intl] Singapore primarily in-person; Cantonese required hard language blocker; off-archetype Strategist (PM+customer advisory not IC engineer); F-1 OPT no SG work auth; DO NOT APPLY filter slip
2026-05-19	899	2026-05-19	HoYoverse	Game AI Engineer - Varsapura	2/5	Evaluated	reports/899-hoyoverse-game-ai-varsapura-2026-05-19.md	[Intl] Singapore on-site; Unreal Engine UE4/UE5 + C++/C# + behavior trees/A*/NavMesh = stack mismatch with Deepak LLM/RAG portfolio; 3+y game dev required; F-1 OPT no SG work auth; DO NOT APPLY filter slip
2026-05-19	901	2026-05-19	HiPeople	Applied AI Engineer - Systems & Reliability	2.8/5	Evaluated	reports/901-hipeople-applied-ai-2026-05-19.md	[Intl] Berlin/Remote; AI hiring platform; eval/observability 1:1 domain fit; Go required (gap); explicit no-visa-for-Germany (F-1 OPT blocker); DELETE per cleanup-low-scores
2026-05-21	923	2026-05-21	Arist	Founding Forward Deployed Engineer	2.5/5	Evaluated	reports/923-arist-founding-fde-2026-05-21.md	[US] NYC/Remote US; $200-220K + 0.10% equity; YC + Acadian + Soma + Fortune 500 customers (Microsoft/HP/Novartis); 6+y senior gate Deepak 2.5y + US citizen/visa only hard blockers; SKIP
2026-05-21	924	2026-05-21	Avallon AI	Founding Forward Deployed Engineer	2.7/5	Evaluated	reports/924-avallon-ai-founding-fde-2026-05-21.md	[US] NYC; $140-200K + 0.30-1.00% equity; YC P25 insurance claims AI; multi-agent claims domain 1:1 with Healthcare Claims project; US citizen/visa only hard blocker; SKIP
2026-05-21	926	2026-05-21	Soff	AI-Native Forward Deployed Engineer	2.6/5	Evaluated	reports/926-soff-ai-native-fde-2026-05-21.md	[US] SF on-site; $150-200K + 0.5-1.5% equity; YC + GC-backed; AI agents physical world (sales automation); 3+y senior gate Deepak 2.5y + US citizen/visa only hard blocker; SKIP
2026-05-21	928	2026-05-21	Lauretta AI	Machine Learning Engineer L-1	2.8/5	Evaluated	reports/928-lauretta-ai-ml-engineer-l1-2026-05-21.md	[US] Austin TX; $80-93K (below US AI Eng floor); fresh grads OK; CV + MLOps; government security clearance preferred (F-1 OPT incompatible); company description missing; SKIP
2026-05-21	932	2026-05-21	Air Apps	AI/ML Engineer	2.7/5	Evaluated	reports/932-air-apps-paris-2026-05-21.md	[Intl] Paris France fully onsite; €60-76K below US AI Eng band; family-founded 100M+ downloads consumer mobile apps; mobile-native ML tangential to Deepak's LLM/agentic focus; F-1 OPT → FR work auth + French language soft block; SKIP
2026-05-22	936	2026-05-22	Oscilar	Forward Deployed Engineer	2.5/5	Evaluated	reports/936-oscilar-fde-2026-05-22.md	[US] Remote; fintech AI Risk Decisioning (fraud/credit/AML/compliance); 5+y senior gate (Deepak 2.5y = half floor); financial services preferred (off-archetype healthcare); SKIP
